 'frameRate': 119.98612831479856, 'expName': 'FT-RNGT_MRI',,,
trial,block_type,time,stimulus,response
74,alternating,280.7124622039,stimulus,
74,alternating,280.8052493313,tap,b
75,alternating,281.4627134233,stimulus,
75,alternating,281.4812159714,tap,e
76,alternating,282.2128321281,stimulus,
76,alternating,282.2791963152,tap,b
77,alternating,282.9629665293,stimulus,
77,alternating,283.0412377171,tap,e
78,alternating,283.7131018362,stimulus,
78,alternating,283.7731665963,tap,b
78,alternating,290.8191431463,probe,3
0,random,295.3359077601,stimulus,
0,random,295.6909121204,tap,b
1,random,296.0860252575,stimulus,
1,random,296.3348877897,tap,e
2,random,296.8361336991,stimulus,
2,random,296.9068590977,tap,b
2,random,297.5828408306,tap,b
3,random,297.5862309721,stimulus,
4,random,298.336351488,stimulus,
4,random,298.3838590503,tap,b
4,random,299.0100671901,tap,e
5,random,299.0864762299,stimulus,
6,random,299.8366009718,stimulus,
6,random,299.8428988895,tap,e
6,random,300.4628175635,tap,b
7,random,300.5867190728,stimulus,
8,random,301.3368220811,stimulus,
8,random,301.3557586977,tap,e
9,random,302.0869317302,stimulus,
9,random,302.143735543,tap,e
10,random,302.8370477183,stimulus,
10,random,302.8667497172,tap,e
10,random,303.4957319111,tap,b
11,random,303.5871670267,stimulus,
12,random,304.337564948,stimulus,
12,random,304.355710099,tap,b
13,random,305.0876821435,stimulus,
13,random,305.1316691625,tap,e
14,random,305.8377996409,stimulus,
14,random,305.9176751918,tap,b
15,random,306.5879180438,stimulus,
15,random,306.6496318417,tap,b
15,random,307.2566156963,tap,e
16,random,307.3380322207,stimulus,
16,random,308.0446311791,tap,e
17,random,308.0881328141,stimulus,
17,random,308.7986235983,tap,e
18,random,308.8382376335,stimulus,
19,random,309.5883551308,stimulus,
19,random,309.659547802,tap,e
20,random,310.338782634,stimulus,
20,random,310.4645631952,tap,e
20,random,310.9625137458,tap,b
21,random,311.0888986221,stimulus,
22,random,311.8390007248,stimulus,
22,random,311.9944814738,tap,e
23,random,312.5891272778,stimulus,
